StateAbbreviation,GeographyName,Geography,Agency,BMPShortName,BMP,BMPType,Unit,Sector,FromLoadSource,ToLoadSource,AmountSubmitted,AmountBackedOut,AmountNotBackedOut,AmountCredited,Excess,TotalAmountCredited,Cost
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,10.19421411,0,10.19421411,10.19421411,0,10.19421411,26807.41901
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,21.79641008,0,21.79641008,21.79641008,0,21.79641008,57317.3657
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,22.92020923,0,22.92020923,22.92020923,0,22.92020923,60272.5866
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,bioswale,Bioswale,Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.008271335,0,0.008271335,0.008271335,0,0.008271335,54.19676716
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.012847598,0,0.012847598,0.012847598,0,0.012847598,84.18208839
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.004380396,0,0.004380396,0.004380396,0,0.004380396,28.70192896
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.016200077,0,0.016200077,0.016200077,0,0.016200077,106.1487374
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.022610595,0,0.022610595,0.022610595,0,0.022610595,148.1527574
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.04849539,0,0.04849539,0.04849539,0,0.04849539,317.7592535
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.081886819,0,0.081886819,0.081886819,0,0.081886819,536.5519149
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.032191492,0,0.032191492,0.032191492,0,0.032191492,210.9302425
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.069291041,0,0.069291041,0.069291041,0,0.069291041,454.0198469
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.074825273,0,0.074825273,0.074825273,0,0.074825273,490.2821251
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudab,"Vegetated Open Channels - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,shoreagnoveg,Non Urban Shoreline Erosion Control Non-Vegetated,Pound Reduction,Feet,Natural,Shoreline,Shoreline,4.451060325,0,4.451060325,4.451060325,0,4.451060325,91.60282149
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,shoreurbnoveg,Urban Shoreline Erosion Control Non-Vegetated,Pound Reduction,Feet,Natural,Shoreline,Shoreline,3143.314428,0,3143.314428,3143.314428,0,3143.314428,440598.3834
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcoren,Nutrient Management Core N,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,1.247786134,0,1.247786134,1.247786134,0,1.247786134,7.561583975
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Full Season Soybeans,Full Season Soybeans,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Grain with Manure,Grain with Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Grain without Manure,Grain without Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Silage with Manure,Silage with Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Silage without Manure,Silage without Manure,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Small Grains and Grains,Small Grains and Grains,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Double Cropped Land,Double Cropped Land,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,nmcorep,Nutrient Management Core P,Efficiency,Acres,Agriculture,Other Agronomic Crops,Other Agronomic Crops,1.247786134,0,1.247786134,1.247786134,0,1.247786134,8.310255656
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,69.82986645,0,69.82986645,69.82986645,0,69.82986645,138.9614342
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,96.46045609,0,96.46045609,96.46045609,0,96.46045609,191.9563076
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,370.4801531,0,370.4801531,370.4801531,0,370.4801531,737.2555046
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,MS4 Turf Grass,MS4 Turf Grass,381.1560249,0,381.1560249,381.1560249,0,381.1560249,758.5004896
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,urbannmplan,Nutrient Management Plan,Efficiency,Acres,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.492539263,0,0.492539263,0.492539263,0,0.492539263,5201.795818
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.797230829,0,0.797230829,0.797230829,0,0.797230829,8419.698283
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.270153346,0,0.270153346,0.270153346,0,0.270153346,2853.138111
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.96972162,0,0.96972162,0.96972162,0,0.96972162,10241.40458
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,1.33496169,0,1.33496169,1.33496169,0,1.33496169,14098.7707
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,3.46465756,0,3.46465756,3.46465756,0,3.46465756,36590.87213
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,5.781932026,0,5.781932026,5.781932026,0,5.781932026,61064.02488
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,2.497032776,0,2.497032776,2.497032776,0,2.497032776,26371.61262
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,5.303281724,0,5.303281724,5.303281724,0,5.303281724,56008.91288
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,5.468251735,0,5.468251735,5.468251735,0,5.468251735,57751.19086
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,vegopchannoudcd,"Vegetated Open Channels - C/D soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.007270196,0,0.007270196,0.007270196,0,0.007270196,168.3852893
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.011806305,0,0.011806305,0.011806305,0,0.011806305,273.4462923
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.004121928,0,0.004121928,0.004121928,0,0.004121928,95.46813952
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.013380727,0,0.013380727,0.013380727,0,0.013380727,309.9115486
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.015939422,0,0.015939422,0.015939422,0,0.015939422,369.1735894
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.059207175,0,0.059207175,0.059207175,0,0.059207175,1371.299747
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.1012569,0,0.1012569,0.1012569,0,0.1012569,2345.2151
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.052320484,0,0.052320484,0.052320484,0,0.052320484,1211.796824
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.108046018,0,0.108046018,0.108046018,0,0.108046018,2502.458135
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.106650829,0,0.106650829,0.106650829,0,0.106650829,2470.144124
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvnoudab,"Permeable Pavement w/o Sand, Veg. - A/B soils, no underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.001257915,0,0.001257915,0.001257915,0,0.001257915,37.33568764
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.002036248,0,0.002036248,0.002036248,0,0.002036248,60.43708167
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.000689823,0,0.000689823,0.000689823,0,0.000689823,20.47435262
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.00247806,0,0.00247806,0.00247806,0,0.00247806,73.55034569
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.00341501,0,0.00341501,0.00341501,0,0.00341501,101.3595848
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.008841441,0,0.008841441,0.008841441,0,0.008841441,262.4193513
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Buildings and Other,MS4 Buildings and Other,0.014750633,0,0.014750633,0.014750633,0,0.014750633,437.807771
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Impervious,MS4 Tree Canopy over Impervious,0.006358862,0,0.006358862,0.006358862,0,0.006358862,188.7348982
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Tree Canopy over Turf Grass,MS4 Tree Canopy over Turf Grass,0.013509349,0,0.013509349,0.013509349,0,0.013509349,400.9657128
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Turf Grass,MS4 Turf Grass,0.013934708,0,0.013934708,0.013934708,0,0.013934708,413.5906275
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Roads,CSS Roads,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Buildings and Other,CSS Buildings and Other,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Impervious,CSS Tree Canopy over Impervious,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Tree Canopy over Turf Grass,CSS Tree Canopy over Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavnosvudcd,"Permeable Pavement w/o Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,CSS Turf Grass,CSS Turf Grass,0,0,0,0,0,0,0
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Roads,Non-Regulated Roads,0.001869893,0,0.001869893,0.001869893,0,0.001869893,55.4995591
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Buildings and Other,Non-Regulated Buildings and Other,0.003026886,0,0.003026886,0.003026886,0,0.003026886,89.8398162
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Impervious,Non-Regulated Tree Canopy over Impervious,0.001025422,0,0.001025422,0.001025422,0,0.001025422,30.43515591
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Tree Canopy over Turf Grass,Non-Regulated Tree Canopy over Turf Grass,0.003683641,0,0.003683641,0.003683641,0,0.003683641,109.3326991
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,Non-Regulated Turf Grass,Non-Regulated Turf Grass,0.005076418,0,0.005076418,0.005076418,0,0.005076418,150.6711813
VA,51650(cbwsonly),"Hampton City, VA (CBWS Portion Only)",Non-Federal,permpavsvudcd,"Permeable Pavement w/ Sand, Veg. - C/D soils, underdrain",Efficiency,Acres Treated,Developed,MS4 Roads,MS4 Roads,0.074530854,0,0.074530854,0.074530854,0,0.074530854,2212.121216
